Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
F,1.6,1.2625,0.525,36.18813675,14.2030995,7.9095105,10.0640725,13
F,1.075,0.875,0.3125,13.22504175,5.34388075,3.24601775,4.3941725,8
I,1.175,0.8625,0.35,12.88484775,5.1312595,3.35941575,3.5436875,8
M,1.2125,0.9125,0.3125,16.4710595,6.9456275,3.742134,4.762716,9
F,1.275,1.0375,0.325,16.9813505,6.64795775,3.86970675,3.8271825,12
I,1.3,1.0,0.3,16.2442635,7.767763,4.082328,4.53592,11
F,1.4375,1.0875,0.425,26.9036755,9.87980075,6.78970525,7.881161,17
I,0.925,0.7,0.2125,6.2652395,2.4097075,1.2757275,1.984465,7
M,1.775,1.4375,0.4375,53.6089045,26.705229,11.5382465,13.60776,12
M,1.7375,1.4125,0.525,42.354153,20.87940675,10.4609655,10.0073735,10
M,1.85,1.4125,0.5,67.5001595,21.89998875,13.39513875,17.56251525,14
M,1.8,1.475,0.475,63.38153625,31.0994015,11.8217415,15.06775925,13
I,0.4,0.2875,0.0375,0.41106775,0.15592225,0.0850485,0.1417475,3
I,1.2125,0.95,0.3125,16.9246515,6.0951425,3.6003865,4.9611625,8
I,1.475,1.125,0.35,21.4038725,9.468733,4.252425,6.747181,9
M,1.5625,1.2,0.4375,33.06969175,14.92601175,7.47009325,9.7805775,10
F,1.45,1.2125,0.45,35.42270025,14.01882775,7.654365,10.5176645,14
I,1.125,0.8375,0.2875,12.37455675,5.10291,2.551455,3.2601925,8
I,1.3125,1.0,0.3125,17.4349425,7.3992195,3.4869885,5.00368675,9
I,1.05,0.8125,0.2875,9.73805325,4.7910655,2.324659,2.83495,6
I,1.05,0.8125,0.25,5.7549485,2.48058125,1.80019325,2.9766975,7
I,1.475,1.0625,0.3375,24.5790165,10.50348975,4.83358975,7.93786,9
M,1.6125,1.25,0.425,41.4753185,17.803486,8.3064035,12.3320325,17
F,1.6875,1.3375,0.5,50.6605565,16.0174675,9.56795625,14.9968855,17
I,0.925,0.6875,0.2375,5.88252125,2.65067825,1.17650425,1.984465,7
I,1.025,0.8375,0.25,10.27669375,4.32329875,1.927766,3.118445,7
M,1.525,1.1375,0.3875,30.51823675,14.401546,4.80524025,9.63883,11
M,1.675,1.3125,0.4125,45.68521925,17.93105875,8.83086925,14.9968855,18
M,1.45,1.1375,0.4125,29.540179,14.401546,5.59902625,8.6465975,11
M,1.225,0.975,0.325,15.71979775,6.0384435,2.62232875,6.0951425,14
F,1.575,1.2875,0.4375,33.89182725,13.947954,7.0023265,10.489315,11
F,1.65,1.25,0.4875,39.95862025,16.612807,8.34892775,10.489315,9
M,1.5125,1.2625,0.4,37.364641,15.592225,8.54737425,9.4970825,9
M,1.4375,1.125,0.375,27.499015,12.6722265,6.22271525,7.767763,10
M,1.575,1.2,0.4,32.034935,13.56523575,6.22271525,9.2135875,8
I,1.1625,0.875,0.25,14.118051,6.73300625,2.8066005,3.8271825,8
M,1.5375,1.1875,0.375,31.071052,15.43630275,6.066793,8.9300925,9
I,1.0125,0.75,0.2625,8.618248,4.12485225,1.7293195,2.26796,7
M,1.525,1.2,0.4,34.6147395,16.45688475,7.44174375,8.50485,11
I,0.9875,0.7625,0.225,8.618248,3.6003865,1.70097,2.381358,6
F,1.2625,0.9375,0.35,16.839603,7.654365,3.61456125,4.72019175,10
I,0.925,0.6875,0.2125,6.7188315,2.6365035,1.190679,1.984465,7
F,1.65,1.3125,0.5,45.472598,21.98503725,9.8372765,13.60776,10
M,1.4,1.125,0.375,24.50814275,10.659412,5.51397775,7.12989925,12
I,1.2375,1.0,0.35,20.41164,8.958442,4.12485225,5.10291,10
M,1.425,1.125,0.375,24.79163775,10.78698475,5.17378375,7.37087,9
F,1.45,1.125,0.3875,25.55707425,11.623295,5.10291,7.5126175,10
I,1.2875,0.9375,0.325,14.44407025,6.3786375,2.90582375,4.252425,9
I,0.5125,0.425,0.1625,1.304077,0.41106775,0.226796,0.396893,4
I,1.0,0.775,0.2875,9.808927,4.3941725,2.0128145,2.50893075,6
M,1.2625,0.95,0.3375,15.43630275,6.066793,3.27436725,4.20990075,12
F,1.575,1.25,0.4,35.72037,16.0174675,7.81028725,9.59630575,10
I,0.4,0.3125,0.1125,0.907184,0.4252425,0.15592225,0.226796,4
I,0.725,0.525,0.1625,3.4302895,1.34660125,0.75126175,0.9922325,5
I,1.0625,0.7875,0.2875,9.73805325,4.4508715,2.25378525,2.551455,10
M,1.3125,1.0,0.325,20.0997955,7.7961125,4.762716,5.10291,9
M,1.3875,1.0625,0.35,21.885814,9.8372765,4.60679375,5.8116475,12
F,1.5875,1.25,0.475,36.457457,16.93882625,8.6465975,10.489315,12
M,1.4375,1.15,0.35,24.153774,11.94931425,6.39281225,6.4353365,9
F,1.325,1.075,0.375,18.55474775,7.98038425,3.8838815,5.953395,9
I,0.8125,0.625,0.1875,5.5848515,2.26796,0.92135875,1.417475,6
I,1.3125,0.9625,0.325,16.93882625,7.654365,3.61456125,4.706017,9
F,1.5625,1.225,0.3875,35.6920205,17.67591325,7.27164675,9.7805775,11
I,1.0,0.7875,0.2375,8.40562675,3.96893,1.5025235,2.9766975,6
F,1.4375,1.1375,0.3375,23.870279,11.0846545,5.57067675,6.9456275,9
I,0.6375,0.4875,0.15,2.16873675,0.963883,0.396893,0.7087375,5
M,1.5625,1.2125,0.425,35.76289425,15.5638755,8.34892775,9.922325,14
M,1.325,1.0625,0.4125,24.5790165,9.87980075,5.00368675,7.654365,15
F,1.65,1.3125,0.4625,42.354153,20.70930975,8.901743,12.2186345,11
M,1.7875,1.375,0.4625,49.54075125,24.53649225,10.375917,12.47378,11
F,1.525,1.1625,0.3625,29.8520235,13.19669225,6.123492,6.9456275,10
I,1.025,0.7875,0.2875,8.17883075,3.345241,1.88524175,2.324659,9
M,1.45,1.1625,0.3875,29.49765475,13.19669225,6.8889285,7.540967,9
M,1.25,0.95,0.3125,16.68368075,6.9456275,3.4869885,5.8116475,9
I,0.7125,0.575,0.2125,3.3168915,1.417475,0.49611625,1.17650425,5
M,1.425,1.1125,0.4375,23.7285315,10.41844125,5.8116475,6.9456275,8
I,1.375,1.0375,0.35,20.241543,9.87980075,4.60679375,6.3786375,9
F,1.2125,0.925,0.3375,14.628342,6.73300625,3.18931875,4.32329875,8
M,1.5625,1.2,0.425,33.92017675,12.6722265,7.3992195,9.07184,12
F,1.45,1.1875,0.375,25.7129965,10.5176645,5.57067675,7.86698625,11
F,1.7125,1.3375,0.5,49.9234695,19.447757,10.70193625,14.9968855,19
M,1.5125,1.175,0.3875,31.411246,13.93377925,6.59125875,9.48290775,14
I,1.4375,1.1625,0.4,30.91512975,10.546014,6.0384435,10.0640725,11
M,0.825,0.625,0.175,4.91863825,1.871067,1.3891255,1.70097,10
M,0.8625,0.6375,0.225,5.68407475,1.417475,1.0489315,1.7860185,11
M,1.675,1.3375,0.4375,53.4388075,25.3728025,10.0640725,11.509897,9
M,1.2875,0.9625,0.3375,18.5689225,7.66853975,4.89028875,5.2446575,11
I,1.0375,0.7625,0.2875,10.27669375,4.52174525,2.324659,3.40194,12
F,1.65,1.3125,0.3875,39.22153325,20.14231975,8.448151,9.4970825,9
I,1.0,0.7875,0.2375,9.979024,4.29494925,1.88524175,2.1262125,7
I,0.65,0.4875,0.225,3.4302895,1.70097,1.17650425,1.17650425,5
I,1.2875,0.9875,0.3,14.81261375,5.71242425,3.628736,4.6776675,9
I,0.975,0.75,0.2125,7.55514175,3.01922175,1.871067,2.26796,7
I,0.5125,0.375,0.1375,1.1623295,0.510291,0.3118445,0.3685435,4
I,1.3375,1.05,0.35,20.97863,10.19164525,4.819415,6.3786375,9
F,1.5375,1.1875,0.3625,29.199985,14.33067225,6.2652395,7.087375,9
F,1.5875,1.2375,0.5875,38.88133925,14.35902175,8.6465975,12.757275,14
M,1.525,1.25,0.3875,29.1716355,11.793392,6.25106475,8.9300925,11
I,1.1875,0.9125,0.3125,14.1464005,6.577084,2.50893075,4.422522,8
I,0.775,0.6,0.1875,4.29494925,1.74349425,1.0489315,1.2757275,7
I,0.55,0.4,0.1125,1.190679,0.7087375,0.4252425,0.4252425,4
I,1.3125,1.0125,0.3375,24.87668625,12.60135275,4.6209685,5.48562825,8
F,1.6125,1.225,0.3875,34.529691,15.46465225,8.6465975,9.19941275,10
I,0.725,0.525,0.175,2.99087225,1.34660125,0.60951425,0.9922325,5
I,1.4625,1.1625,0.3875,25.741346,11.49572225,5.839997,7.654365,15
M,1.75,1.4375,0.525,51.5110415,19.94387325,10.4042665,15.025235,18
M,1.2,1.0,0.3375,19.71707725,8.3631025,3.8838815,5.2446575,8
F,1.425,1.1,0.375,26.94619975,12.6722265,6.19436575,7.2291225,10
M,1.6125,1.3125,0.4625,42.82191975,19.09338825,8.37727725,11.623295,15
I,1.0125,0.75,0.225,9.525432,4.49339575,1.7860185,2.42388225,7
M,1.575,1.175,0.4375,33.26813825,13.56523575,7.41339425,8.06543275,10
M,1.5,1.2,0.45,29.9654215,9.87980075,6.95980225,10.489315,16
I,1.2625,0.9375,0.3,14.004653,6.19436575,3.75630875,4.3941725,8
M,1.4625,1.15,0.3125,26.251637,10.16329575,6.5487345,8.221355,10
I,1.0625,0.8375,0.2375,12.6722265,6.67630725,2.62232875,3.5436875,7
I,1.375,1.0625,0.3375,22.94892025,8.46232575,5.71242425,7.93786,9
F,1.6625,1.2625,0.4375,50.6605565,20.68096025,10.36174225,12.3320325,10
M,1.45,1.1625,0.35,27.839209,12.00601325,6.76135575,8.9300925,9
I,1.5625,1.2375,0.4,28.689694,10.4609655,6.95980225,9.355335,17
I,0.875,0.6625,0.225,6.10931725,2.62232875,1.190679,1.70097,7
M,1.7125,1.3375,0.4375,45.5576465,21.772416,9.11436425,11.12717875,9
F,1.25,0.9375,0.275,16.40018575,7.0590255,3.01922175,4.252425,7
F,1.5875,1.225,0.4,37.42134,17.08057375,8.221355,11.056305,14
M,1.45,1.1625,0.4,28.689694,11.15552825,5.556502,8.6465975,13
M,1.1,0.9375,0.35,17.90270925,6.406987,4.3374735,6.80388,10
I,1.4375,1.175,0.4,27.9242575,10.47514025,6.78970525,8.9300925,10
I,1.175,0.9375,0.3125,15.35125425,6.13766675,3.9405805,5.386405,11
M,1.4,1.1,0.375,24.50814275,9.36950975,5.88252125,7.37087,11
F,1.6125,1.25,0.4375,34.529691,14.78426425,7.64019025,10.489315,11
I,0.7875,0.5875,0.1625,3.35941575,1.644271,0.63786375,0.94970825,8
I,0.9875,0.7375,0.25,7.144074,2.9199985,1.43164975,2.26796,7
I,0.5875,0.45,0.15,1.0489315,0.623689,0.3118445,0.510291,5
F,1.325,1.025,0.3875,23.00561925,9.42620875,5.54232725,8.00873375,15
M,1.4375,1.175,0.3375,26.94619975,10.61688775,4.989512,8.221355,12
I,0.6875,0.475,0.1875,2.67902775,1.26155275,0.56699,0.850485,5
I,1.125,0.8375,0.3,12.6722265,5.273007,2.324659,3.5436875,7
F,1.4875,1.1875,0.3875,27.555714,12.85649825,5.57067675,7.5126175,10
M,1.2875,1.0375,0.3375,20.19901875,8.0796075,4.309124,6.9456275,9
I,1.425,1.1,0.375,24.6924145,10.092422,5.40057975,7.087375,9
F,1.275,1.0,0.3125,18.1153305,7.78193775,3.855532,5.953395,9
M,1.475,1.1125,0.375,24.5790165,12.40290625,5.82582225,7.824462,10
M,1.7875,1.3,0.4375,53.08443875,25.8263945,11.35397475,11.1980525,11
I,1.05,0.8125,0.2875,10.27669375,4.932813,1.80019325,2.9766975,8
M,1.6,1.25,0.45,37.9032815,16.782904,9.298636,10.489315,9
M,1.5125,1.15,0.4125,25.95396725,11.35397475,6.98815175,6.76135575,9
F,1.4875,1.1625,0.35,29.7386255,12.1052365,7.4559185,8.50485,9
I,1.1625,0.8875,0.275,12.43125575,5.953395,2.62232875,3.2034935,9
I,1.0625,0.75,0.225,8.618248,3.6570855,2.0128145,2.70737725,6
M,1.675,1.3,0.5,44.0834725,18.313777,8.85921875,13.437663,11
M,1.3875,1.1,0.3625,24.99008425,8.278054,5.54232725,7.75358825,9
F,1.2875,1.0,0.4,20.638436,9.468733,4.57844425,5.6699,10
I,1.5625,1.175,0.425,33.5941575,13.73533275,6.59125875,10.149121,14
F,1.7,1.3125,0.475,47.18774275,20.525038,10.035723,11.35397475,10
F,1.6875,1.3125,0.4625,46.05376275,23.17571625,10.02154825,11.4815475,10
I,1.0375,0.8,0.3125,11.7650425,5.329706,2.14038725,3.685435,9
F,1.625,1.3375,0.3875,36.55668025,14.21727425,8.09378225,13.04077,13
M,1.65,1.3125,0.475,41.900561,18.200379,8.3064035,11.623295,10
F,1.0,0.7875,0.225,8.40562675,3.96893,1.4458245,2.3530085,7
F,1.5125,1.2125,0.425,32.16250775,14.92601175,7.27164675,9.355335,10
I,1.3,1.0,0.3,16.839603,7.66853975,2.9199985,4.7910655,8
M,1.475,1.15,0.3875,31.18445,12.06271225,7.52679225,9.2135875,12
F,1.575,1.25,0.425,40.41221225,18.6823205,9.525432,10.77281,14
M,1.25,0.9375,0.4875,16.28678775,6.76135575,3.1467945,5.386405,14
F,1.625,1.2875,0.375,35.096681,14.38737125,8.391452,9.07184,11
M,1.5875,1.2,0.3875,32.772022,12.133586,8.1930055,8.9300925,19
M,1.35,1.1125,0.3125,23.700182,9.525432,4.60679375,6.9456275,13
I,0.875,0.6625,0.1625,5.8116475,2.11203775,1.31825175,1.70097,7
I,1.15,0.9375,0.3375,14.44407025,6.123492,3.3735905,4.9611625,10
I,0.55,0.4125,0.125,1.82854275,0.60951425,0.340194,0.4252425,4
I,1.475,1.2,0.4,27.1304715,13.4660125,6.350288,7.5126175,9
I,1.425,1.0625,0.35,21.58814425,7.994559,5.54232725,5.953395,13
M,1.55,1.2125,0.4125,25.24522975,11.5949455,6.123492,8.50485,10
F,1.4625,1.2375,0.325,34.60056475,16.62698175,6.93145275,8.17883075,9
F,1.4375,1.2125,0.4125,28.47707275,12.68640125,5.4714535,7.12989925,12
I,1.425,1.0875,0.3625,23.51591025,10.98543125,4.422522,6.9456275,8
F,1.4125,1.0375,0.4,23.00561925,8.77417025,4.12485225,6.80388,11
F,1.3125,1.0,0.325,17.73261225,7.0590255,3.742134,5.2446575,10
I,0.8375,0.65,0.2125,5.5848515,2.2396105,1.00640725,1.71514475,7
I,0.8625,0.625,0.225,5.7549485,2.48058125,1.2757275,1.5592225,7
F,1.475,1.15,0.325,26.64853,12.09106175,5.54232725,7.93786,8
I,0.875,0.6625,0.2125,5.8683465,1.74349425,0.89300925,1.2757275,5
I,0.75,0.55,0.2,3.55786225,1.5592225,0.75126175,1.09145575,6
F,1.45,1.15,0.3625,31.62386725,15.80484625,6.747181,8.9300925,10
I,0.95,0.725,0.2375,8.618248,3.6003865,2.381358,2.4097075,7
F,1.4125,1.125,0.3625,24.38057,9.48290775,6.08096775,7.7961125,13
M,1.2625,1.0125,0.3375,19.17843675,8.09378225,4.52174525,6.690482,8
M,1.65,1.3125,0.5,41.4753185,16.4710595,9.53960675,12.4454305,11
F,1.55,1.25,0.4125,31.864838,15.3370795,7.86698625,8.9300925,9
F,1.575,1.2125,0.375,38.11590275,14.7133905,8.674947,12.65805175,11
F,1.3875,1.1125,0.3875,28.33532525,8.60407325,5.556502,9.922325,14
M,1.175,0.9,0.3,11.89261525,4.7343665,2.948348,4.9611625,11
M,0.95,0.75,0.2125,8.107957,3.69960975,1.587572,2.70737725,12
F,1.55,1.225,0.4125,33.40988575,14.0330025,7.9095105,10.77281,12
I,1.2375,0.9625,0.2875,14.571643,6.36446275,2.8632995,4.252425,12
M,1.1875,0.9,0.3125,13.39513875,5.159609,3.2601925,3.96893,8
I,1.25,0.95,0.3125,15.88989475,6.39281225,3.005047,4.819415,8
F,1.5,1.1625,0.375,31.808139,11.60912025,6.80388,8.9300925,21
F,1.5,1.175,0.375,28.91649,14.0897015,6.917278,7.37087,8
M,1.7125,1.3,0.4125,43.7999775,20.9502805,10.21999475,14.21727425,12
F,1.45,1.075,0.425,41.95726,18.52639825,9.185238,11.7650425,10
F,1.2875,1.0,0.4375,18.2287285,9.56795625,4.025629,4.762716,8
M,1.4875,1.1375,0.4875,37.71900975,13.02659525,9.17106325,9.17106325,11
F,1.65,1.3125,0.475,41.7588135,17.0097,9.015141,11.056305,12
F,1.55,1.225,0.375,32.6302745,16.726205,6.76135575,8.3631025,8
F,1.3,1.0125,0.45,26.09571475,9.87980075,5.71242425,8.15048125,10
I,0.75,0.575,0.1875,3.55786225,1.5592225,0.75126175,1.13398,6
F,1.3,1.0,0.3125,18.24290325,9.00096625,3.64291075,4.819415,7
I,1.2125,0.925,0.2875,14.5999925,7.04485075,2.948348,4.3941725,8
I,1.125,0.8375,0.2875,11.15552825,6.293589,2.0128145,3.118445,7
I,0.9375,0.7125,0.1875,7.72523875,3.2601925,1.4458245,1.8427175,7
M,1.45,1.15,0.3625,27.91008275,12.1619355,5.2446575,7.72523875,12
I,0.45,0.325,0.2375,0.92135875,0.38271825,0.226796,0.3685435,4
M,1.4625,1.1625,0.375,26.03901575,11.46737275,5.1879585,7.37087,8
F,1.625,1.2875,0.4,39.33493125,16.3576615,9.3836845,11.056305,11
M,1.4875,1.1625,0.35,31.808139,13.56523575,7.3992195,8.50485,12
F,1.25,1.0,0.35,16.40018575,6.98815175,3.4869885,5.6699,9
I,1.325,0.95,0.3125,15.7339725,7.29999625,2.9199985,4.7343665,8
M,1.5125,1.175,0.375,28.689694,12.5021295,5.71242425,8.6465975,11
I,0.6,0.4625,0.2,1.54504775,0.60951425,0.38271825,0.55281525,5
F,1.5125,1.1875,0.375,31.1561005,13.42348825,5.726599,9.922325,11
F,0.8625,0.6875,0.25,5.65572525,2.14038725,1.51669825,1.984465,5
I,1.175,0.925,0.3125,15.5071765,7.10154975,3.01922175,4.6776675,8
M,1.3125,0.9375,0.3,16.839603,5.613201,3.89805625,4.6776675,12
M,1.525,1.175,0.375,32.16250775,14.0330025,6.90310325,8.9300925,10
I,0.875,0.65,0.225,5.7549485,2.14038725,1.190679,1.984465,6
I,0.6,0.4375,0.1375,1.82854275,0.80796075,0.396893,0.5953395,4
M,1.325,1.0625,0.35,19.7737763,7.44174375,4.5075705,6.80388,11
I,1.1,0.85,0.3,12.3320325,5.6982495,2.5231055,3.40194,8
M,1.5375,1.2,0.4125,33.38153625,13.4660125,8.4198015,9.7805775,9
M,1.4125,1.125,0.3,25.51455,9.015141,5.159609,7.5126175,10
F,1.6375,1.3,0.5,42.354153,20.56756225,8.7599955,11.4815475,11
I,1.375,1.075,0.35,20.97863,9.25611175,4.01145425,6.9456275,9
I,0.875,0.6625,0.2375,5.65572525,2.9766975,1.814368,1.984465,8
I,0.8,0.5625,0.175,3.92640575,1.644271,0.69456275,0.9922325,9
M,1.375,1.075,0.3375,25.44367625,10.716111,4.8477645,6.80388,9
F,1.375,1.1125,0.375,26.138239,9.015141,5.8683465,7.087375,10
I,1.3,0.95,0.3125,17.7184375,9.25611175,3.67126025,4.53592,9
M,1.525,1.125,0.4375,30.1922175,14.04717725,6.123492,7.654365,8
I,1.2125,0.925,0.35,16.23008875,5.783298,4.01145425,4.9611625,8
F,1.675,1.35,0.4375,35.98969025,16.62698175,8.278054,9.4970825,8
F,1.375,1.0375,0.325,21.55979475,10.33339275,4.5075705,5.2446575,12
I,1.1375,0.8875,0.3125,15.09610875,6.3786375,3.3735905,4.15320175,8
M,1.2875,1.1,0.3875,24.99008425,7.78193775,5.839997,8.3631025,12
M,1.6625,1.3,0.45,42.48172575,17.78931125,9.8372765,10.489315,9
M,1.2125,0.95,0.3375,17.0380495,5.59902625,4.025629,5.2446575,15
M,1.2875,1.0,0.3625,20.921931,9.2702865,4.479221,5.5281525,10
I,1.0375,0.8125,0.2875,11.5949455,4.762716,2.097863,3.35941575,7
M,1.475,1.05,0.4625,36.38658325,16.726205,8.0229085,9.2135875,11
I,1.1875,0.9125,0.275,13.39513875,6.5487345,2.67902775,4.252425,8
F,1.5375,1.175,0.375,29.6819265,12.23280925,7.824462,8.1363065,9
I,1.0125,0.8125,0.225,8.901743,3.24601775,1.63009625,2.324659,7
I,1.0375,0.8,0.25,10.27669375,4.9611625,2.36718325,2.6365035,7
I,1.0125,0.7625,0.2625,9.19941275,4.69184225,1.91359125,2.9766975,7
I,1.2,0.95,0.3125,15.4504775,7.3992195,3.515338,4.53592,8
I,1.375,1.0625,0.375,25.684647,12.23280925,5.51397775,6.19436575,9
F,1.5,1.1,0.35,24.73493875,9.7805775,5.3013565,7.37087,10
F,1.45,1.125,0.45,27.76833525,11.2547515,6.80388,8.0796075,20
M,1.1375,0.9375,0.3625,14.004653,6.81805475,2.84912475,4.3941725,8
F,1.45,1.1,0.4125,26.03901575,11.453198,5.06038575,8.221355,8
M,1.25,0.9625,0.35,16.386011,7.35669525,3.515338,4.35164825,8
F,1.3625,1.0875,0.3875,24.11124975,5.5281525,4.479221,7.597666,14
M,0.75,0.575,0.225,4.1673765,1.70097,1.09922325,1.2757275,6
I,1.025,0.7625,0.2375,8.674947,3.69960975,1.7293195,2.551455,7
I,1.5125,1.2375,0.4375,36.230661,17.236496,7.75358825,8.788345,10
M,1.725,1.3,0.5125,45.7277435,18.9091165,8.83086925,13.04077,10
M,1.5375,1.175,0.4375,31.18445,14.33067225,6.917278,7.93786,10
F,1.2875,1.0375,0.35,20.93610575,7.824462,4.309124,6.0951425,10
I,1.575,1.25,0.45,38.85298975,13.9196045,4.97533725,12.190285,12
F,1.6125,1.275,0.45,42.921143,20.638436,9.7238785,10.8011595,12
M,1.1,0.8625,0.3875,13.494362,5.82582225,2.87747425,3.07592075,8
I,0.9875,0.7375,0.2625,6.4353365,2.948348,1.3891255,2.45223175,6
M,1.0375,0.775,0.25,8.60407325,3.7137845,1.8994165,2.4097075,14
F,1.4625,1.125,0.4375,24.53649225,12.0485375,4.66349275,6.3786375,11
F,1.55,1.2125,0.4,34.529691,14.628342,8.50485,10.0640725,13
M,1.6125,1.2625,0.425,33.86347775,14.92601175,8.88756825,9.4970825,11
F,1.1,0.8625,0.3125,10.07824725,4.2807745,1.7860185,3.3168915,7
F,1.625,1.3125,0.4375,39.179009,18.313777,8.83086925,10.489315,14
I,1.1875,0.875,0.2875,17.08057375,6.6054335,3.64291075,5.5281525,9
I,1.075,0.8125,0.25,10.41844125,4.46504625,1.91359125,2.9766975,7
F,1.5625,1.2625,0.3875,33.40988575,14.04717725,7.55514175,9.7805775,10
F,1.6,1.2625,0.4125,36.55668025,15.15280775,8.09378225,11.623295,11
F,1.425,1.1,0.4125,24.7491135,10.44679075,4.7910655,7.93786,11
I,1.475,1.125,0.3625,26.2799865,12.0485375,6.59125875,6.80388,10
F,1.15,0.8875,0.3375,12.984071,5.443104,2.99087225,3.685435,7
M,1.2625,0.975,0.3125,16.54193325,7.55514175,3.47281375,4.819415,9
I,1.4125,1.0875,0.375,25.92561775,11.8217415,5.03203625,6.80388,8
M,1.4,1.1125,0.375,24.323871,11.3398,4.422522,7.1724235,9
M,1.625,1.2125,0.4,33.5374585,15.3370795,7.27164675,9.4970825,10
I,1.025,0.7875,0.225,10.3475675,4.5075705,2.33883375,2.9766975,7
M,1.5125,1.125,0.4875,31.127751,13.6361095,6.577084,11.12717875,15
M,1.6125,1.3125,0.425,39.70347475,20.2698925,8.57572375,10.9712565,11
F,1.3125,1.0,0.3625,22.396105,7.32834575,5.556502,7.030676,12
M,0.925,0.7,0.275,6.53455975,2.67902775,1.31825175,2.1262125,12
F,1.7,1.325,0.425,45.74191825,21.262125,11.46737275,12.190285,12
I,0.8375,0.625,0.2375,5.556502,2.19708625,0.86465975,1.530873,8
M,1.55,1.2,0.4375,33.40988575,14.855138,7.030676,10.9145575,14
I,1.175,0.95,0.3,14.004653,6.0384435,2.721552,4.3941725,8
F,1.65,1.3375,0.425,45.1607535,19.447757,9.015141,12.757275,10
M,1.5375,1.15,0.4375,29.5685285,13.93377925,6.066793,8.6465975,9
M,1.15,0.8875,0.35,13.99047825,6.123492,3.7704835,3.2601925,12
I,1.15,0.85,0.2625,10.886208,5.08873525,1.927766,3.118445,7
I,0.475,0.325,0.075,0.8221355,0.4252425,0.1417475,0.283495,4
M,1.425,1.15,0.4375,25.55707425,10.9145575,5.4714535,7.37087,10
I,1.0,0.8125,0.2625,11.09882925,4.35164825,2.3530085,3.40194,8
F,1.6,1.275,0.45,43.2329875,18.824068,9.96484925,11.90679,11
I,1.1625,0.875,0.35,12.984071,5.91087075,2.59397925,3.5436875,7
F,1.5125,1.175,0.3875,31.7797895,15.52135125,6.08096775,8.221355,6
F,1.325,1.05,0.35,19.17843675,7.27164675,4.01145425,6.23689,10
F,1.4875,1.25,0.4,30.6458095,12.06271225,6.80388,11.90679,13
I,0.9625,0.725,0.2,6.7188315,2.53728025,1.60174675,1.984465,6
M,1.2125,0.9375,0.3875,20.241543,7.6260155,4.4508715,6.23689,11
I,0.525,0.375,0.125,1.1056305,0.4819415,0.1417475,0.4252425,4
F,1.45,1.125,0.3625,28.3778495,12.587178,6.3786375,8.0796075,10
F,1.6375,1.3125,0.45,40.12871725,14.401546,8.901743,12.6155275,18
I,1.0875,0.875,0.3,12.587178,5.71242425,2.87747425,4.309124,10
I,0.9625,0.75,0.225,7.49844275,3.40194,1.6726205,2.1829115,6
I,1.1,0.875,0.275,12.870673,5.74077375,2.25378525,4.082328,8
F,1.5,1.1375,0.425,29.937072,12.2753335,6.90310325,8.788345,12
F,1.325,1.0875,0.425,25.51455,9.4970825,4.422522,7.087375,15
F,1.0625,0.875,0.3125,12.54465375,4.9611625,2.14038725,4.9611625,11
F,1.1375,0.9375,0.3,15.2236815,6.747181,3.8271825,4.252425,9
F,1.5,1.175,0.4125,29.21415975,13.25339125,6.1518415,9.07184,10
I,0.975,0.75,0.2125,8.3064035,3.7137845,1.7293195,2.4097075,7
M,1.6125,1.35,0.475,45.8978405,20.97863,9.36950975,13.1825175,18
F,1.5125,1.1875,0.4625,32.1199835,15.52135125,6.2652395,8.0796075,10
M,1.525,1.175,0.375,32.4601775,12.94154675,7.597666,8.3631025,18
M,1.5625,1.2625,0.375,38.00250475,18.597272,8.0229085,9.5537815,11
F,1.35,1.075,0.4125,26.03901575,9.48290775,6.30776375,8.221355,11
I,0.4375,0.325,0.1,0.89300925,0.35436875,0.18427175,0.29766975,4
I,1.1,0.875,0.2625,12.0485375,4.26659975,2.50893075,4.1106775,7
I,1.4125,1.025,0.3125,19.731252,9.62465525,4.72019175,5.386405,6
M,1.25,1.0125,0.3375,21.53144525,9.07184,4.932813,5.6699,8
F,1.5375,1.2875,0.4125,33.35318675,15.4504775,6.917278,9.7805775,10
I,1.175,0.925,0.2875,12.587178,5.386405,2.56562975,4.53592,10
M,1.325,1.0125,0.3375,21.829115,9.39785925,4.195726,5.953395,9
M,1.2875,1.0625,0.275,24.42309425,9.07184,6.33611325,7.93786,14
F,1.175,0.925,0.2875,14.5999925,6.7188315,2.96252275,4.9611625,8
M,1.425,1.125,0.4,27.725811,15.03940975,5.48562825,6.3786375,8
I,1.275,0.9625,0.3,16.40018575,6.73300625,3.58621175,5.2446575,7
I,1.1375,0.8875,0.3,15.09610875,6.6054335,3.41611475,3.855532,7
M,1.3625,1.0375,0.4,23.94115275,10.41844125,4.2240755,7.654365,10
M,1.625,1.2375,0.425,39.02308675,17.690088,8.8166945,11.4815475,14
I,1.125,0.85,0.3125,11.89261525,4.46504625,2.551455,4.252425,8
M,1.55,1.2125,0.3625,35.096681,16.726205,8.4765005,10.0640725,9
F,1.5,1.1875,0.3875,28.066005,12.1052365,5.839997,7.12989925,9
I,1.3125,1.0,0.3,16.23008875,6.13766675,3.3735905,4.819415,8
I,1.125,0.875,0.275,12.43125575,5.953395,2.5231055,3.40194,8
